paragraph_index,text,style,alignment,font_name,font_size,font_bold,font_italic,run_index,run_text,run_font_name,run_font_size,run_bold,run_italic
326,"Marketing and Sales: £xxxx,",Normal,None,,,,,1, ,Inherited,,,
326,"Marketing and Sales: £xxxx,",Normal,None,,,,,2,£,Inherited,,,
326,"Marketing and Sales: £xxxx,",Normal,None,,,,,3,xxxx,Inherited,,,
326,"Marketing and Sales: £xxxx,",Normal,None,,,,,4,",",Inherited,,,
327,"Operational Infrastructure: £xxxx,",Normal,None,,,,,0,Operational Infrastructure:,Inherited,,True,
327,"Operational Infrastructure: £xxxx,",Normal,None,,,,,1, ,Inherited,,,
327,"Operational Infrastructure: £xxxx,",Normal,None,,,,,2,£,Inherited,,,
327,"Operational Infrastructure: £xxxx,",Normal,None,,,,,3,xxxx,Inherited,,,
327,"Operational Infrastructure: £xxxx,",Normal,None,,,,,4,",",Inherited,,,
328,"Contingency Fund: £xxxx,",Normal,None,,,,,0,Contingency Fund:,Inherited,,True,
328,"Contingency Fund: £xxxx,",Normal,None,,,,,1, ,Inherited,,,
328,"Contingency Fund: £xxxx,",Normal,None,,,,,2,£,Inherited,,,
328,"Contingency Fund: £xxxx,",Normal,None,,,,,3,xxxx,Inherited,,,
328,"Contingency Fund: £xxxx,",Normal,None,,,,,4,",",Inherited,,,
330,"
Financial Projections",Normal,None,,,,,0,"
",Inherited,,True,
330,"
Financial Projections",Normal,None,,,,,1,Financial Projections,Inherited,,True,
331,Revenue Projections:,Normal,None,,,,,0,Revenue Projections:,Inherited,,True,
332,"Year 1: £150,000 (10 projects, average deal size £15,000).",Normal,None,,,,,0,Year 1:,Inherited,,True,
332,"Year 1: £150,000 (10 projects, average deal size £15,000).",Normal,None,,,,,1, £,Inherited,,,
332,"Year 1: £150,000 (10 projects, average deal size £15,000).",Normal,None,,,,,2,15,Inherited,,,
332,"Year 1: £150,000 (10 projects, average deal size £15,000).",Normal,None,,,,,3,"0,000 (1",Inherited,,,
332,"Year 1: £150,000 (10 projects, average deal size £15,000).",Normal,None,,,,,4,0,Inherited,,,
332,"Year 1: £150,000 (10 projects, average deal size £15,000).",Normal,None,,,,,5," projects, average deal size £",Inherited,,,
332,"Year 1: £150,000 (10 projects, average deal size £15,000).",Normal,None,,,,,6,15,Inherited,,,
332,"Year 1: £150,000 (10 projects, average deal size £15,000).",Normal,None,,,,,7,",000).",Inherited,,,
333,"Year 2: £xxxx, (xx projects, average deal size £xxxx,).",Normal,None,,,,,0,Year 2:,Inherited,,True,
333,"Year 2: £xxxx, (xx projects, average deal size £xxxx,).",Normal,None,,,,,1, ,Inherited,,,
333,"Year 2: £xxxx, (xx projects, average deal size £xxxx,).",Normal,None,,,,,2,£,Inherited,,,
333,"Year 2: £xxxx, (xx projects, average deal size £xxxx,).",Normal,None,,,,,3,xxxx,Inherited,,,
333,"Year 2: £xxxx, (xx projects, average deal size £xxxx,).",Normal,None,,,,,4,", ",Inherited,,,
333,"Year 2: £xxxx, (xx projects, average deal size £xxxx,).",Normal,None,,,,,5,(,Inherited,,,
333,"Year 2: £xxxx, (xx projects, average deal size £xxxx,).",Normal,None,,,,,6,xx,Inherited,,,
333,"Year 2: £xxxx, (xx projects, average deal size £xxxx,).",Normal,None,,,,,7," projects, average deal size ",Inherited,,,
333,"Year 2: £xxxx, (xx projects, average deal size £xxxx,).",Normal,None,,,,,8,£,Inherited,,,
333,"Year 2: £xxxx, (xx projects, average deal size £xxxx,).",Normal,None,,,,,9,xxxx,Inherited,,,
333,"Year 2: £xxxx, (xx projects, average deal size £xxxx,).",Normal,None,,,,,10,",",Inherited,,,
333,"Year 2: £xxxx, (xx projects, average deal size £xxxx,).",Normal,None,,,,,11,).,Inherited,,,
334,"Year 3: £xxxx, (xx projects, expanding into recurring subscriptions).",Normal,None,,,,,0,Year 3:,Inherited,,True,
334,"Year 3: £xxxx, (xx projects, expanding into recurring subscriptions).",Normal,None,,,,,1, ,Inherited,,,
334,"Year 3: £xxxx, (xx projects, expanding into recurring subscriptions).",Normal,None,,,,,2,£,Inherited,,,
334,"Year 3: £xxxx, (xx projects, expanding into recurring subscriptions).",Normal,None,,,,,3,xxxx,Inherited,,,
334,"Year 3: £xxxx, (xx projects, expanding into recurring subscriptions).",Normal,None,,,,,4,", ",Inherited,,,
334,"Year 3: £xxxx, (xx projects, expanding into recurring subscriptions).",Normal,None,,,,,5,(,Inherited,,,
334,"Year 3: £xxxx, (xx projects, expanding into recurring subscriptions).",Normal,None,,,,,6,xx,Inherited,,,
334,"Year 3: £xxxx, (xx projects, expanding into recurring subscriptions).",Normal,None,,,,,7," projects, expanding into recurring subscriptions).",Inherited,,,
335,Profitability:,Normal,None,,,,,0,Profitability:,Inherited,,True,
336,Net Margin (Year 1): 15%.,Normal,None,,,,,0,Net Margin (Year 1):,Inherited,,True,
336,Net Margin (Year 1): 15%.,Normal,None,,,,,1, 15%.,Inherited,,,
337,Net Margin (Year 3): 25%.,Normal,None,,,,,0,Net Margin (Year 3):,Inherited,,True,
337,Net Margin (Year 3): 25%.,Normal,None,,,,,1, 25%.,Inherited,,,
338,Operating Expenses:,Normal,None,,,,,0,Operating Expenses:,Inherited,,True,
339,"Salaries: £xxxx, annually in Year 1, growing to £xxxx, by Year 3.",Normal,None,,,,,0,Salaries: ,Inherited,,,
339,"Salaries: £xxxx, annually in Year 1, growing to £xxxx, by Year 3.",Normal,None,,,,,1,£,Inherited,,,
339,"Salaries: £xxxx, annually in Year 1, growing to £xxxx, by Year 3.",Normal,None,,,,,2,xxxx,Inherited,,,
339,"Salaries: £xxxx, annually in Year 1, growing to £xxxx, by Year 3.",Normal,None,,,,,3,", ",Inherited,,,
339,"Salaries: £xxxx, annually in Year 1, growing to £xxxx, by Year 3.",Normal,None,,,,,4,"annually in Year 1, growing to ",Inherited,,,
339,"Salaries: £xxxx, annually in Year 1, growing to £xxxx, by Year 3.",Normal,None,,,,,5,£,Inherited,,,
339,"Salaries: £xxxx, annually in Year 1, growing to £xxxx, by Year 3.",Normal,None,,,,,6,xxxx,Inherited,,,
339,"Salaries: £xxxx, annually in Year 1, growing to £xxxx, by Year 3.",Normal,None,,,,,7,", ",Inherited,,,
339,"Salaries: £xxxx, annually in Year 1, growing to £xxxx, by Year 3.",Normal,None,,,,,8,by Year 3.,Inherited,,,
340,"Marketing: £xxxx, annually, with a focus on digital campaigns.",Normal,None,,,,,0,Marketing: ,Inherited,,,
340,"Marketing: £xxxx, annually, with a focus on digital campaigns.",Normal,None,,,,,1,£,Inherited,,,
340,"Marketing: £xxxx, annually, with a focus on digital campaigns.",Normal,None,,,,,2,xxxx,Inherited,,,
340,"Marketing: £xxxx, annually, with a focus on digital campaigns.",Normal,None,,,,,3,", ",Inherited,,,
340,"Marketing: £xxxx, annually, with a focus on digital campaigns.",Normal,None,,,,,4,"annually, with a focus on digital campaigns.",Inherited,,,
341,"Technology: £xxxx, annually for tools and upgrades.",Normal,None,,,,,0,Technology: ,Inherited,,,
341,"Technology: £xxxx, annually for tools and upgrades.",Normal,None,,,,,1,£,Inherited,,,
341,"Technology: £xxxx, annually for tools and upgrades.",Normal,None,,,,,2,xxxx,Inherited,,,
341,"Technology: £xxxx, annually for tools and upgrades.",Normal,None,,,,,3,", ",Inherited,,,
341,"Technology: £xxxx, annually for tools and upgrades.",Normal,None,,,,,4,annually for tools and upgrades.,Inherited,,,
343,Break-Even Analysis,Normal,None,,,,,0,Break-Even Analysis,Inherited,,True,
344,"Break-Even Revenue: £xxxx,",Normal,None,,,,,0,Break-Even Revenue:,Inherited,,True,
344,"Break-Even Revenue: £xxxx,",Normal,None,,,,,1, ,Inherited,,,
344,"Break-Even Revenue: £xxxx,",Normal,None,,,,,2,£,Inherited,,,
344,"Break-Even Revenue: £xxxx,",Normal,None,,,,,3,xxxx,Inherited,,,
344,"Break-Even Revenue: £xxxx,",Normal,None,,,,,4,",",Inherited,,,
345,Timeframe: XX months from launch.,Normal,None,,,,,0,Timeframe:,Inherited,,True,
345,Timeframe: XX months from launch.,Normal,None,,,,,1, ,Inherited,,,
345,Timeframe: XX months from launch.,Normal,None,,,,,2,XX,Inherited,,,
345,Timeframe: XX months from launch.,Normal,None,,,,,3, months from launch.,Inherited,,,
347,Funding Requirements,Normal,None,,,,,0,Funding Requirements,Inherited,,True,
348,"To achieve the outlined milestones, DTP seeks an initial funding round of £xxxx, ",Normal,None,,,,,0,"To achieve the outlined milestones, DTP seeks an initial funding round of ",Inherited,,,
348,"To achieve the outlined milestones, DTP seeks an initial funding round of £xxxx, ",Normal,None,,,,,1,£,Inherited,,,
348,"To achieve the outlined milestones, DTP seeks an initial funding round of £xxxx, ",Normal,None,,,,,2,xxxx,Inherited,,,
348,"To achieve the outlined milestones, DTP seeks an initial funding round of £xxxx, ",Normal,None,,,,,3,", ",Inherited,,,
349,"
These funds will be used to:",Normal,None,,,,,0,"
",Inherited,,,
349,"
These funds will be used to:",Normal,None,,,,,1,These funds will be used to:,Inherited,,,
350,Build core technology capabilities.,Normal,None,,,,,0,Build core technology capabilities.,Inherited,,,
351,Execute a targeted marketing campaign.,Normal,None,,,,,0,Execute a targeted marketing campaign.,Inherited,,,
352,Expand the team with key hires in AI development and sales.,Normal,None,,,,,0,Expand the team with key hires in AI development and sales.,Inherited,,,
353,,Normal,None,,,,,0,,Inherited,,,
354,Investor Proposition:,Normal,None,,,,,0,Investor Proposition:,Inherited,,True,
355,"Equity Offer: XX% stake for £xxxx,, valuing the company at £xxxx post-money.",Normal,None,,,,,0,Equity Offer: ,Inherited,,,
355,"Equity Offer: XX% stake for £xxxx,, valuing the company at £xxxx post-money.",Normal,None,,,,,1,XX,Inherited,,,
355,"Equity Offer: XX% stake for £xxxx,, valuing the company at £xxxx post-money.",Normal,None,,,,,2,% stake for ,Inherited,,,
355,"Equity Offer: XX% stake for £xxxx,, valuing the company at £xxxx post-money.",Normal,None,,,,,3,£,Inherited,,,
355,"Equity Offer: XX% stake for £xxxx,, valuing the company at £xxxx post-money.",Normal,None,,,,,4,xxxx,Inherited,,,
355,"Equity Offer: XX% stake for £xxxx,, valuing the company at £xxxx post-money.",Normal,None,,,,,5,",",Inherited,,,
355,"Equity Offer: XX% stake for £xxxx,, valuing the company at £xxxx post-money.",Normal,None,,,,,6,",",Inherited,,,
355,"Equity Offer: XX% stake for £xxxx,, valuing the company at £xxxx post-money.",Normal,None,,,,,7, valuing the company at ,Inherited,,,
355,"Equity Offer: XX% stake for £xxxx,, valuing the company at £xxxx post-money.",Normal,None,,,,,8,£,Inherited,,,
355,"Equity Offer: XX% stake for £xxxx,, valuing the company at £xxxx post-money.",Normal,None,,,,,9,xxxx,Inherited,,,
355,"Equity Offer: XX% stake for £xxxx,, valuing the company at £xxxx post-money.",Normal,None,,,,,10, ,Inherited,,,
355,"Equity Offer: XX% stake for £xxxx,, valuing the company at £xxxx post-money.",Normal,None,,,,,11,post-money.,Inherited,,,
356,"ROI: Targeted 3x return within 5 years, with potential for acquisition.",Normal,None,,,,,0,"ROI: Targeted 3x return within 5 years, with potential for acquisition.",Inherited,,,
358,Exit Strategy,Normal,None,,,,,0,Exit Strategy,Inherited,,True,
359,Acquisition: Strategic acquisition by a mid-market AI firm or larger technology company.,Normal,None,,,,,0,Acquisition:,Inherited,,True,
359,Acquisition: Strategic acquisition by a mid-market AI firm or larger technology company.,Normal,None,,,,,1, Strategic acquisition by a mid-market AI firm or larger technology company.,Inherited,,,
360,XXXX,Normal,None,,,,,0,XXXX,Inherited,,,
361,,Normal,None,,,,,0,,Inherited,,,
362,"

9. Appendix",Normal,None,,,,,0,"
",Inherited,,True,
362,"

9. Appendix",Normal,None,,,,,1,"
",Inherited,,True,
362,"

9. Appendix",Normal,None,,,,,2,9. Appendix,Inherited,,True,
364,Key Team Resumes,Normal,None,,,,,0,Key Team Resumes,Inherited,,True,
365,"CEO: Proven leadership in scaling startups, SME consulting expertise.",Normal,None,,,,,0,"CEO: Proven leadership in scaling startups, SME consulting expertise.",Inherited,,,
366,"CTO: Masters in AI, led innovation at multinational tech firms.",Normal,None,,,,,0,CTO: ,Inherited,,,
366,"CTO: Masters in AI, led innovation at multinational tech firms.",Normal,None,,,,,1,Masters,Inherited,,,
366,"CTO: Masters in AI, led innovation at multinational tech firms.",Normal,None,,,,,2," in AI, led innovation at multinational tech firms.",Inherited,,,
367,Operations Manager: 10+ years of experience optimising logistics and manufacturing workflows.,Normal,None,,,,,0,Operations Manager: 10+ years of experience optimising logistics and manufacturing workflows.,Inherited,,,
369,Legal Documents,Normal,None,,,,,0,Legal Documents,Inherited,,True,
370,Incorporation Papers (UK Ltd.).,Normal,None,,,,,0,Incorporation Papers (UK Ltd.).,Inherited,,,
371,GDPR Compliance Framework.,Normal,None,,,,,0,GDPR Compliance Framework.,Inherited,,,
372,Vendor and Partnership Contracts.,Normal,None,,,,,0,Vendor and Partnership Contracts.,Inherited,,,
374,Additional Market Research,Normal,None,,,,,0,Additional Market Research,Inherited,,True,
375,Market analysis reports on AI adoption trends in SMEs.,Normal,None,,,,,0,Market analysis reports on AI adoption trends in SMEs.,Inherited,,,
376,Competitor benchmarking data highlighting DTP’s differentiation.,Normal,None,,,,,0,Competitor benchmarking data highlighting DTP’s differentiation.,Inherited,,,
